[2019-05-27 09:55:49,201] Starting training with params:
[2019-05-27 21:41:14,101] Train metrics: loss: 0.47046 | metrics.Dice: -0.66075 | grad: 0.96903
[2019-05-27 21:41:14,101] Valid metrics: loss: 0.54820 | metrics.Dice: -0.59644

[2019-05-27 21:41:14,101] Epoch 7 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:43:19,244] Train metrics: loss: 0.46640 | metrics.Dice: -0.66403 | grad: 0.98756
[2019-05-27 21:43:19,244] Valid metrics: loss: 0.52471 | metrics.Dice: -0.61110

[2019-05-27 21:43:19,244] Epoch 8 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:45:26,172] Train metrics: loss: 0.45766 | metrics.Dice: -0.67063 | grad: 0.95463
[2019-05-27 21:45:26,172] Valid metrics: loss: 0.52774 | metrics.Dice: -0.61425

[2019-05-27 21:45:26,172] Epoch 9 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:47:28,646] Train metrics: loss: 0.45660 | metrics.Dice: -0.67116 | grad: 0.96977
[2019-05-27 21:47:28,646] Valid metrics: loss: 0.54746 | metrics.Dice: -0.60265

[2019-05-27 21:47:28,646] Epoch 10 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:49:32,103] Train metrics: loss: 0.45370 | metrics.Dice: -0.67335 | grad: 0.99472
[2019-05-27 21:49:32,103] Valid metrics: loss: 0.53244 | metrics.Dice: -0.61524

[2019-05-27 21:49:32,103] Epoch 11 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:51:38,446] Train metrics: loss: 0.45368 | metrics.Dice: -0.67316 | grad: 0.93908
[2019-05-27 21:51:38,446] Valid metrics: loss: 0.52079 | metrics.Dice: -0.61679

[2019-05-27 21:51:38,496] Epoch 12 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:53:47,789] Train metrics: loss: 0.45079 | metrics.Dice: -0.67547 | grad: 1.03667
[2019-05-27 21:53:47,789] Valid metrics: loss: 0.51419 | metrics.Dice: -0.62223

[2019-05-27 21:53:47,827] Epoch 13 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:55:50,528] Train metrics: loss: 0.45526 | metrics.Dice: -0.67282 | grad: 1.00469
[2019-05-27 21:55:50,528] Valid metrics: loss: 0.52765 | metrics.Dice: -0.61611

[2019-05-27 21:55:50,528] Epoch 14 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:57:51,238] Train metrics: loss: 0.45130 | metrics.Dice: -0.67455 | grad: 1.00382
[2019-05-27 21:57:51,238] Valid metrics: loss: 0.51487 | metrics.Dice: -0.62737

[2019-05-27 21:57:51,281] Epoch 15 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:59:54,498] Train metrics: loss: 0.45079 | metrics.Dice: -0.67605 | grad: 0.96684
[2019-05-27 21:59:54,499] Valid metrics: loss: 0.53323 | metrics.Dice: -0.61526

[2019-05-27 21:59:54,499] Epoch 16 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:02:02,516] Train metrics: loss: 0.44680 | metrics.Dice: -0.67839 | grad: 0.97862
[2019-05-27 22:02:02,516] Valid metrics: loss: 0.54600 | metrics.Dice: -0.60580

[2019-05-27 22:02:02,516] Epoch 17 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:04:04,598] Train metrics: loss: 0.44795 | metrics.Dice: -0.67793 | grad: 0.97708
[2019-05-27 22:04:04,599] Valid metrics: loss: 0.54008 | metrics.Dice: -0.60661

[2019-05-27 22:04:04,599] Epoch 18 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:06:05,281] Train metrics: loss: 0.45023 | metrics.Dice: -0.67646 | grad: 1.01259
[2019-05-27 22:06:05,281] Valid metrics: loss: 0.52953 | metrics.Dice: -0.61371

[2019-05-27 22:06:05,281] Epoch 19 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:08:07,461] Train metrics: loss: 0.44302 | metrics.Dice: -0.68097 | grad: 1.00948
[2019-05-27 22:08:07,461] Valid metrics: loss: 0.53546 | metrics.Dice: -0.61553

[2019-05-27 22:08:07,462] Epoch 20 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:10:16,381] Train metrics: loss: 0.44321 | metrics.Dice: -0.68125 | grad: 0.99444
[2019-05-27 22:10:16,382] Valid metrics: loss: 0.53620 | metrics.Dice: -0.60767

[2019-05-27 22:10:16,382] Epoch 21 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:12:21,366] Train metrics: loss: 0.43723 | metrics.Dice: -0.68492 | grad: 0.97169
[2019-05-27 22:12:21,366] Valid metrics: loss: 0.53825 | metrics.Dice: -0.61268

[2019-05-27 22:12:21,366] Epoch 22 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:14:22,258] Train metrics: loss: 0.43685 | metrics.Dice: -0.68518 | grad: 0.97240
[2019-05-27 22:14:22,258] Valid metrics: loss: 0.53465 | metrics.Dice: -0.61435

[2019-05-27 22:14:22,258] Epoch 23 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:16:22,583] Train metrics: loss: 0.43599 | metrics.Dice: -0.68664 | grad: 0.96035
[2019-05-27 22:16:22,583] Valid metrics: loss: 0.52972 | metrics.Dice: -0.61931

[2019-05-27 22:16:22,583] Epoch 24 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:18:24,877] Train metrics: loss: 0.43494 | metrics.Dice: -0.68709 | grad: 0.95473
[2019-05-27 22:18:24,877] Valid metrics: loss: 0.53962 | metrics.Dice: -0.61456

[2019-05-27 22:18:24,877] Epoch 25 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:20:32,263] Train metrics: loss: 0.43683 | metrics.Dice: -0.68620 | grad: 1.04575
[2019-05-27 22:20:32,263] Valid metrics: loss: 0.52095 | metrics.Dice: -0.61791

[2019-05-27 22:20:32,263] Epoch 26 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:22:35,394] Train metrics: loss: 0.43075 | metrics.Dice: -0.69046 | grad: 0.95788
[2019-05-27 22:22:35,394] Valid metrics: loss: 0.51621 | metrics.Dice: -0.62492

[2019-05-27 22:22:35,394] Epoch 27 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:24:37,065] Train metrics: loss: 0.42804 | metrics.Dice: -0.69159 | grad: 0.97316
[2019-05-27 22:24:37,065] Valid metrics: loss: 0.51743 | metrics.Dice: -0.62505

[2019-05-27 22:24:37,065] Epoch 28 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:26:39,325] Train metrics: loss: 0.42837 | metrics.Dice: -0.69185 | grad: 0.98765
[2019-05-27 22:26:39,325] Valid metrics: loss: 0.53784 | metrics.Dice: -0.61043

[2019-05-27 22:26:39,325] Epoch 29 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:28:46,876] Train metrics: loss: 0.42572 | metrics.Dice: -0.69351 | grad: 0.95027
[2019-05-27 22:28:46,877] Valid metrics: loss: 0.52788 | metrics.Dice: -0.61900

[2019-05-27 22:28:46,877] Epoch 30 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:30:52,919] Train metrics: loss: 0.42157 | metrics.Dice: -0.69726 | grad: 0.94665
[2019-05-27 22:30:52,919] Valid metrics: loss: 0.50491 | metrics.Dice: -0.63052

[2019-05-27 22:30:52,959] Epoch 31 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:32:55,768] Train metrics: loss: 0.43115 | metrics.Dice: -0.69027 | grad: 1.06248
[2019-05-27 22:32:55,768] Valid metrics: loss: 0.51712 | metrics.Dice: -0.62386

[2019-05-27 22:32:55,768] Epoch 32 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:34:55,602] Train metrics: loss: 0.42462 | metrics.Dice: -0.69453 | grad: 0.96596
[2019-05-27 22:34:55,602] Valid metrics: loss: 0.51324 | metrics.Dice: -0.62978

[2019-05-27 22:34:55,602] Epoch 33 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:37:00,684] Train metrics: loss: 0.41564 | metrics.Dice: -0.70174 | grad: 0.96486
[2019-05-27 22:37:00,684] Valid metrics: loss: 0.51446 | metrics.Dice: -0.62419

[2019-05-27 22:37:00,684] Epoch 34 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:39:08,503] Train metrics: loss: 0.42617 | metrics.Dice: -0.69420 | grad: 1.00175
[2019-05-27 22:39:08,503] Valid metrics: loss: 0.52538 | metrics.Dice: -0.61461

[2019-05-27 22:39:08,503] Epoch 35 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:41:09,236] Train metrics: loss: 0.42054 | metrics.Dice: -0.69759 | grad: 0.99041
[2019-05-27 22:41:09,236] Valid metrics: loss: 0.52240 | metrics.Dice: -0.62514

[2019-05-27 22:41:09,236] Epoch 36 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:43:13,759] Train metrics: loss: 0.42093 | metrics.Dice: -0.69638 | grad: 1.00185
[2019-05-27 22:43:13,759] Valid metrics: loss: 0.51522 | metrics.Dice: -0.63183

[2019-05-27 22:43:13,798] Epoch 37 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:45:16,558] Train metrics: loss: 0.41613 | metrics.Dice: -0.70111 | grad: 0.95645
[2019-05-27 22:45:16,559] Valid metrics: loss: 0.52830 | metrics.Dice: -0.61572

[2019-05-27 22:45:16,559] Epoch 38 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:47:25,526] Train metrics: loss: 0.41691 | metrics.Dice: -0.69975 | grad: 0.99444
[2019-05-27 22:47:25,526] Valid metrics: loss: 0.52771 | metrics.Dice: -0.62173

[2019-05-27 22:47:25,527] Epoch 39 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:49:27,210] Train metrics: loss: 0.41066 | metrics.Dice: -0.70512 | grad: 0.97037
[2019-05-27 22:49:27,210] Valid metrics: loss: 0.52153 | metrics.Dice: -0.62645

[2019-05-27 22:49:27,210] Epoch 40 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:51:28,109] Train metrics: loss: 0.40978 | metrics.Dice: -0.70548 | grad: 0.99958
[2019-05-27 22:51:28,109] Valid metrics: loss: 0.52550 | metrics.Dice: -0.61878

[2019-05-27 22:51:28,110] Epoch 41 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:53:28,834] Train metrics: loss: 0.41132 | metrics.Dice: -0.70446 | grad: 0.98152
[2019-05-27 22:53:28,834] Valid metrics: loss: 0.52484 | metrics.Dice: -0.62787

[2019-05-27 22:53:28,834] Epoch 42 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:55:39,420] Train metrics: loss: 0.41268 | metrics.Dice: -0.70335 | grad: 1.03246
[2019-05-27 22:55:39,420] Valid metrics: loss: 0.52854 | metrics.Dice: -0.62433

[2019-05-27 22:55:39,420] Epoch 43 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:57:41,905] Train metrics: loss: 0.41028 | metrics.Dice: -0.70547 | grad: 1.01539
[2019-05-27 22:57:41,905] Valid metrics: loss: 0.55442 | metrics.Dice: -0.60252

[2019-05-27 22:57:41,905] Epoch 44 | optimizer "Adam" | lr 0.0003
[2019-05-27 22:59:44,679] Train metrics: loss: 0.40976 | metrics.Dice: -0.70572 | grad: 1.05760
[2019-05-27 22:59:44,679] Valid metrics: loss: 0.54383 | metrics.Dice: -0.61444

[2019-05-27 22:59:44,679] Epoch 45 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:01:44,005] Train metrics: loss: 0.40703 | metrics.Dice: -0.70720 | grad: 1.00683
[2019-05-27 23:01:44,005] Valid metrics: loss: 0.52860 | metrics.Dice: -0.61866

[2019-05-27 23:01:44,005] Epoch 46 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:03:51,315] Train metrics: loss: 0.40077 | metrics.Dice: -0.71149 | grad: 0.98925
[2019-05-27 23:03:51,315] Valid metrics: loss: 0.51056 | metrics.Dice: -0.63644

[2019-05-27 23:03:51,382] Epoch 47 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:05:59,524] Train metrics: loss: 0.40291 | metrics.Dice: -0.71053 | grad: 0.98281
[2019-05-27 23:05:59,524] Valid metrics: loss: 0.52764 | metrics.Dice: -0.62091

[2019-05-27 23:05:59,524] Epoch 48 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:07:59,614] Train metrics: loss: 0.40264 | metrics.Dice: -0.71050 | grad: 1.01565
[2019-05-27 23:07:59,614] Valid metrics: loss: 0.54221 | metrics.Dice: -0.61296

[2019-05-27 23:07:59,614] Epoch 49 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:10:00,856] Train metrics: loss: 0.40028 | metrics.Dice: -0.71214 | grad: 0.98702
[2019-05-27 23:10:00,857] Valid metrics: loss: 0.53311 | metrics.Dice: -0.61901

[2019-05-27 23:10:00,857] Epoch 50 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:12:02,415] Train metrics: loss: 0.40160 | metrics.Dice: -0.71180 | grad: 0.99458
[2019-05-27 23:12:02,416] Valid metrics: loss: 0.52768 | metrics.Dice: -0.62291

[2019-05-27 23:12:02,416] Epoch 51 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:14:09,835] Train metrics: loss: 0.39953 | metrics.Dice: -0.71340 | grad: 1.01743
[2019-05-27 23:14:09,836] Valid metrics: loss: 0.55620 | metrics.Dice: -0.60928

[2019-05-27 23:14:09,836] Epoch 52 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:16:12,654] Train metrics: loss: 0.39890 | metrics.Dice: -0.71395 | grad: 0.97800
[2019-05-27 23:16:12,655] Valid metrics: loss: 0.53523 | metrics.Dice: -0.61973

[2019-05-27 23:16:12,655] Epoch 53 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:18:13,270] Train metrics: loss: 0.39448 | metrics.Dice: -0.71645 | grad: 1.01145
[2019-05-27 23:18:13,270] Valid metrics: loss: 0.50587 | metrics.Dice: -0.63662

[2019-05-27 23:18:13,309] Epoch 54 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:20:15,376] Train metrics: loss: 0.39473 | metrics.Dice: -0.71636 | grad: 1.00508
[2019-05-27 23:20:15,377] Valid metrics: loss: 0.53594 | metrics.Dice: -0.61399

[2019-05-27 23:20:15,377] Epoch 55 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:22:26,328] Train metrics: loss: 0.40031 | metrics.Dice: -0.71310 | grad: 1.03827
[2019-05-27 23:22:26,329] Valid metrics: loss: 0.53463 | metrics.Dice: -0.61624

[2019-05-27 23:22:26,329] Epoch 56 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:24:29,693] Train metrics: loss: 0.39979 | metrics.Dice: -0.71229 | grad: 1.03178
[2019-05-27 23:24:29,693] Valid metrics: loss: 0.52741 | metrics.Dice: -0.62672

[2019-05-27 23:24:29,693] Epoch 57 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:26:29,062] Train metrics: loss: 0.39198 | metrics.Dice: -0.71841 | grad: 0.98154
[2019-05-27 23:26:29,062] Valid metrics: loss: 0.52122 | metrics.Dice: -0.62806

[2019-05-27 23:26:29,062] Epoch 58 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:28:30,906] Train metrics: loss: 0.39233 | metrics.Dice: -0.71792 | grad: 0.97758
[2019-05-27 23:28:30,906] Valid metrics: loss: 0.53607 | metrics.Dice: -0.61508

[2019-05-27 23:28:30,906] Epoch 59 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:30:35,987] Train metrics: loss: 0.39265 | metrics.Dice: -0.71820 | grad: 1.00250
[2019-05-27 23:30:35,987] Valid metrics: loss: 0.52773 | metrics.Dice: -0.62361

[2019-05-27 23:30:35,987] Epoch 60 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:32:44,267] Train metrics: loss: 0.38546 | metrics.Dice: -0.72288 | grad: 0.99974
[2019-05-27 23:32:44,267] Valid metrics: loss: 0.53832 | metrics.Dice: -0.61959

[2019-05-27 23:32:44,267] Epoch 61 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:34:44,858] Train metrics: loss: 0.38588 | metrics.Dice: -0.72226 | grad: 0.96642
[2019-05-27 23:34:44,858] Valid metrics: loss: 0.54830 | metrics.Dice: -0.61265

[2019-05-27 23:34:44,858] Epoch 62 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:36:47,678] Train metrics: loss: 0.38251 | metrics.Dice: -0.72488 | grad: 0.99171
[2019-05-27 23:36:47,679] Valid metrics: loss: 0.51307 | metrics.Dice: -0.63285

[2019-05-27 23:36:47,679] Epoch 63 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:38:56,700] Train metrics: loss: 0.38478 | metrics.Dice: -0.72364 | grad: 0.99680
[2019-05-27 23:38:56,701] Valid metrics: loss: 0.52536 | metrics.Dice: -0.62707

[2019-05-27 23:38:56,701] Epoch 64 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:40:58,061] Train metrics: loss: 0.38248 | metrics.Dice: -0.72484 | grad: 1.00236
[2019-05-27 23:40:58,061] Valid metrics: loss: 0.53374 | metrics.Dice: -0.61792

[2019-05-27 23:40:58,061] Epoch 65 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:42:58,905] Train metrics: loss: 0.39452 | metrics.Dice: -0.71809 | grad: 1.11525
[2019-05-27 23:42:58,906] Valid metrics: loss: 0.53292 | metrics.Dice: -0.62171

[2019-05-27 23:42:58,906] Epoch 66 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:45:00,185] Train metrics: loss: 0.38887 | metrics.Dice: -0.72062 | grad: 0.99229
[2019-05-27 23:45:00,185] Valid metrics: loss: 0.52241 | metrics.Dice: -0.62825

[2019-05-27 23:45:00,185] Epoch 67 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:47:07,579] Train metrics: loss: 0.38231 | metrics.Dice: -0.72531 | grad: 0.93835
[2019-05-27 23:47:07,579] Valid metrics: loss: 0.52927 | metrics.Dice: -0.62655

[2019-05-27 23:47:07,579] Epoch 68 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:49:08,659] Train metrics: loss: 0.37834 | metrics.Dice: -0.72794 | grad: 0.95969
[2019-05-27 23:49:08,660] Valid metrics: loss: 0.51035 | metrics.Dice: -0.63731

[2019-05-27 23:49:08,697] Epoch 69 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:51:11,244] Train metrics: loss: 0.38039 | metrics.Dice: -0.72712 | grad: 0.99832
[2019-05-27 23:51:11,244] Valid metrics: loss: 0.51286 | metrics.Dice: -0.63628

[2019-05-27 23:51:11,245] Epoch 70 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:53:12,262] Train metrics: loss: 0.37548 | metrics.Dice: -0.73028 | grad: 0.97803
[2019-05-27 23:53:12,262] Valid metrics: loss: 0.51474 | metrics.Dice: -0.63789

[2019-05-27 23:53:12,297] Epoch 71 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:55:22,021] Train metrics: loss: 0.38077 | metrics.Dice: -0.72753 | grad: 1.00738
[2019-05-27 23:55:22,021] Valid metrics: loss: 0.51504 | metrics.Dice: -0.63358

[2019-05-27 23:55:22,021] Epoch 72 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:57:24,852] Train metrics: loss: 0.37720 | metrics.Dice: -0.72880 | grad: 0.97371
[2019-05-27 23:57:24,852] Valid metrics: loss: 0.51555 | metrics.Dice: -0.63710

[2019-05-27 23:57:24,852] Epoch 73 | optimizer "Adam" | lr 0.0003
[2019-05-27 23:59:26,810] Train metrics: loss: 0.37497 | metrics.Dice: -0.73039 | grad: 0.97719
[2019-05-27 23:59:26,810] Valid metrics: loss: 0.52920 | metrics.Dice: -0.62755

[2019-05-27 23:59:26,810] Epoch 74 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:01:33,161] Train metrics: loss: 0.37715 | metrics.Dice: -0.72897 | grad: 0.96701
[2019-05-28 00:01:33,161] Valid metrics: loss: 0.52594 | metrics.Dice: -0.63061

[2019-05-28 00:01:33,161] Epoch 75 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:03:38,195] Train metrics: loss: 0.37743 | metrics.Dice: -0.72913 | grad: 0.99252
[2019-05-28 00:03:38,196] Valid metrics: loss: 0.51695 | metrics.Dice: -0.63203

[2019-05-28 00:03:38,196] Epoch 76 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:05:40,138] Train metrics: loss: 0.37146 | metrics.Dice: -0.73304 | grad: 0.95671
[2019-05-28 00:05:40,138] Valid metrics: loss: 0.52508 | metrics.Dice: -0.62904

[2019-05-28 00:05:40,139] Epoch 77 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:07:41,466] Train metrics: loss: 0.37313 | metrics.Dice: -0.73198 | grad: 0.99372
[2019-05-28 00:07:41,466] Valid metrics: loss: 0.53034 | metrics.Dice: -0.62733

[2019-05-28 00:07:41,466] Epoch 78 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:09:48,088] Train metrics: loss: 0.37411 | metrics.Dice: -0.73220 | grad: 0.99623
[2019-05-28 00:09:48,088] Valid metrics: loss: 0.51892 | metrics.Dice: -0.63195

[2019-05-28 00:09:48,088] Epoch 79 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:11:57,756] Train metrics: loss: 0.37273 | metrics.Dice: -0.73245 | grad: 0.99243
[2019-05-28 00:11:57,756] Valid metrics: loss: 0.52141 | metrics.Dice: -0.63196

[2019-05-28 00:11:57,756] Epoch 80 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:13:57,024] Train metrics: loss: 0.36930 | metrics.Dice: -0.73459 | grad: 0.98556
[2019-05-28 00:13:57,024] Valid metrics: loss: 0.50357 | metrics.Dice: -0.64423

[2019-05-28 00:13:57,066] Epoch 81 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:15:58,715] Train metrics: loss: 0.37257 | metrics.Dice: -0.73273 | grad: 0.94872
[2019-05-28 00:15:58,716] Valid metrics: loss: 0.52134 | metrics.Dice: -0.63232

[2019-05-28 00:15:58,716] Epoch 82 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:18:08,784] Train metrics: loss: 0.37417 | metrics.Dice: -0.73194 | grad: 1.04924
[2019-05-28 00:18:08,784] Valid metrics: loss: 0.52802 | metrics.Dice: -0.62584

[2019-05-28 00:18:08,784] Epoch 83 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:20:11,186] Train metrics: loss: 0.36974 | metrics.Dice: -0.73390 | grad: 0.99305
[2019-05-28 00:20:11,186] Valid metrics: loss: 0.51771 | metrics.Dice: -0.63091

[2019-05-28 00:20:11,186] Epoch 84 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:22:13,128] Train metrics: loss: 0.36742 | metrics.Dice: -0.73635 | grad: 0.96783
[2019-05-28 00:22:13,129] Valid metrics: loss: 0.52942 | metrics.Dice: -0.63016

[2019-05-28 00:22:13,129] Epoch 85 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:24:18,988] Train metrics: loss: 0.37027 | metrics.Dice: -0.73484 | grad: 1.01896
[2019-05-28 00:24:18,988] Valid metrics: loss: 0.51654 | metrics.Dice: -0.63348

[2019-05-28 00:24:18,988] Epoch 86 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:26:30,220] Train metrics: loss: 0.36428 | metrics.Dice: -0.73851 | grad: 0.95668
[2019-05-28 00:26:30,220] Valid metrics: loss: 0.53288 | metrics.Dice: -0.62690

[2019-05-28 00:26:30,220] Epoch 87 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:28:34,741] Train metrics: loss: 0.36823 | metrics.Dice: -0.73537 | grad: 0.97962
[2019-05-28 00:28:34,742] Valid metrics: loss: 0.53452 | metrics.Dice: -0.62613

[2019-05-28 00:28:34,742] Epoch 88 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:30:38,356] Train metrics: loss: 0.36789 | metrics.Dice: -0.73629 | grad: 1.01937
[2019-05-28 00:30:38,356] Valid metrics: loss: 0.53169 | metrics.Dice: -0.62217

[2019-05-28 00:30:38,356] Epoch 89 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:32:46,134] Train metrics: loss: 0.36755 | metrics.Dice: -0.73625 | grad: 0.99731
[2019-05-28 00:32:46,134] Valid metrics: loss: 0.53807 | metrics.Dice: -0.62039

[2019-05-28 00:32:46,134] Epoch 90 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:34:50,270] Train metrics: loss: 0.36318 | metrics.Dice: -0.73870 | grad: 0.96015
[2019-05-28 00:34:50,270] Valid metrics: loss: 0.52366 | metrics.Dice: -0.63398

[2019-05-28 00:34:50,270] Epoch 91 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:36:51,917] Train metrics: loss: 0.36374 | metrics.Dice: -0.73917 | grad: 0.97191
[2019-05-28 00:36:51,917] Valid metrics: loss: 0.52155 | metrics.Dice: -0.63193

[2019-05-28 00:36:51,917] Epoch 92 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:38:55,184] Train metrics: loss: 0.36652 | metrics.Dice: -0.73670 | grad: 1.00905
[2019-05-28 00:38:55,185] Valid metrics: loss: 0.50457 | metrics.Dice: -0.64265

[2019-05-28 00:38:55,185] Epoch 93 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:41:01,095] Train metrics: loss: 0.36071 | metrics.Dice: -0.74100 | grad: 0.95593
[2019-05-28 00:41:01,096] Valid metrics: loss: 0.52419 | metrics.Dice: -0.62943

[2019-05-28 00:41:01,096] Epoch 94 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:43:01,455] Train metrics: loss: 0.36043 | metrics.Dice: -0.74081 | grad: 0.95956
[2019-05-28 00:43:01,455] Valid metrics: loss: 0.50798 | metrics.Dice: -0.64275

[2019-05-28 00:43:01,455] Epoch 95 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:45:01,544] Train metrics: loss: 0.35720 | metrics.Dice: -0.74321 | grad: 0.95726
[2019-05-28 00:45:01,544] Valid metrics: loss: 0.52987 | metrics.Dice: -0.63046

[2019-05-28 00:45:01,544] Epoch 96 | optimizer "Adam" | lr 0.0003
[2019-05-28 00:47:11,322] Train metrics: loss: 0.35795 | metrics.Dice: -0.74289 | grad: 0.99111
[2019-05-28 00:47:11,322] Valid metrics: loss: 0.53739 | metrics.Dice: -0.62402

[2019-05-28 00:47:11,322] Epoch 97 | optimizer "Adam" | lr 0.00015
[2019-05-28 00:49:12,691] Train metrics: loss: 0.34541 | metrics.Dice: -0.75155 | grad: 0.91136
[2019-05-28 00:49:12,691] Valid metrics: loss: 0.51114 | metrics.Dice: -0.64147

[2019-05-28 00:49:12,692] Epoch 98 | optimizer "Adam" | lr 0.00015
[2019-05-28 00:51:13,507] Train metrics: loss: 0.34222 | metrics.Dice: -0.75368 | grad: 0.90184
[2019-05-28 00:51:13,507] Valid metrics: loss: 0.50611 | metrics.Dice: -0.64137

[2019-05-28 00:51:13,508] Epoch 99 | optimizer "Adam" | lr 0.00015
[2019-05-28 00:53:14,803] Train metrics: loss: 0.33993 | metrics.Dice: -0.75555 | grad: 0.91427
[2019-05-28 00:53:14,803] Valid metrics: loss: 0.51756 | metrics.Dice: -0.63439

[2019-05-28 00:53:14,804] Epoch 100 | optimizer "Adam" | lr 0.00015
[2019-05-28 00:55:21,707] Train metrics: loss: 0.34070 | metrics.Dice: -0.75486 | grad: 0.91003
[2019-05-28 00:55:21,707] Valid metrics: loss: 0.51542 | metrics.Dice: -0.63565

[2019-05-28 00:55:21,707] Epoch 101 | optimizer "Adam" | lr 0.00015
[2019-05-28 00:57:23,087] Train metrics: loss: 0.33707 | metrics.Dice: -0.75780 | grad: 0.89661
[2019-05-28 00:57:23,087] Valid metrics: loss: 0.51391 | metrics.Dice: -0.63720

